1.250000000000000000e-01,4.468156052017339119e-01,6.642214071357118721e-01,7.335778592864288239e-01
3.750000000000000000e-01,6.735578526175391989e-01,7.802600866955652359e-01,7.989329776592197785e-01
6.250000000000000000e-01,5.268422807602534119e-01,5.815271757252417073e-01,5.841947315771923721e-01
8.750000000000000000e-01,4.268089363121040369e-01,4.534844948316105184e-01,4.494831610536845767e-01
1.125000000000000000e+00,3.587862620873624730e-01,3.614538179393130823e-01,3.534511503834611434e-01
1.375000000000000000e+00,3.014338112704234574e-01,2.894298099366455213e-01,2.720906968989663111e-01
1.625000000000000000e+00,2.574191397132377657e-01,2.307435811937312564e-01,2.094031343781260490e-01
1.875000000000000000e+00,2.187395798599533203e-01,1.760586862287429055e-01,1.560520173391130305e-01
2.125000000000000000e+00,1.827275758586195398e-01,1.387129043014338203e-01,1.160386795598532805e-01
2.375000000000000000e+00,1.533844614871623935e-01,1.027009003001000398e-01,9.069689896632210369e-02
2.625000000000000000e+00,1.240413471157052333e-01,7.602534178059353054e-02,6.535511837279092684e-02
2.875000000000000000e+00,1.013671223741247074e-01,5.735245081693898100e-02,5.601867289096365554e-02
3.125000000000000000e+00,7.735911970656886294e-02,4.134711570523507546e-02,4.134711570523507546e-02
3.375000000000000000e+00,6.135378459486495739e-02,2.800933644548182777e-02,2.934311437145715323e-02
3.625000000000000000e+00,4.268089363121040092e-02,1.733911303767922754e-02,2.400800266755585138e-02
3.875000000000000000e+00,2.934311437145715323e-02,1.333777925975325029e-03,1.600533511170390208e-02
4.125000000000000000e+00,1.600533511170390208e-02,0.000000000000000000e+00,4.001333777925975520e-03
4.375000000000000000e+00,1.333777925975325029e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
