2.999999999999999889e-01,5.640769145270646545e-01,4.768256085361787244e-01,2.183137911781128093e-01
8.999999999999999112e-01,4.268089363121040369e-01,3.984661553851283622e-01,2.953657174762702731e-01
1.500000000000000000e+00,2.812048460597977861e-01,2.706457708124931361e-01,2.238972640982691831e-01
2.099999999999999645e+00,1.872846504390352218e-01,1.895076136489940721e-01,1.781127861529871459e-01
2.700000000000000178e+00,1.178170501278203580e-01,1.311548293875736126e-01,1.457286432160803946e-01
3.299999999999999822e+00,6.557741469378684795e-02,8.558408358341673683e-02,1.189279731993300587e-01
3.899999999999999911e+00,2.389685450705788736e-02,5.390685784150267557e-02,9.715242881072017056e-02
4.500000000000000000e+00,0.000000000000000000e+00,3.445592975436258948e-02,7.816862088218877458e-02
5.099999999999999645e+00,0.000000000000000000e+00,1.945092808714016935e-02,6.420993858179790958e-02
5.699999999999999289e+00,0.000000000000000000e+00,6.668889629876619506e-03,5.192629815745388594e-02
6.299999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.020100502512564955e-02
6.899999999999999467e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.350083752093804129e-02
7.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.791736460078166060e-02
8.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.233389168062533195e-02
8.699999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.954215522054719364e-02
9.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.451702959240648398e-02
9.899999999999998579e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.172529313232831619e-02
1.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.060859854829704699e-02
1.109999999999999964e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.375209380234486037e-03
1.169999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.141820212171974526e-03
