1.000000000000000000e+01,1.573880850177935553e-01,4.492898251617585270e-01,2.546621649244607255e+01,2.960355809731942145e+02
1.800000000000000000e+01,5.351410343916583601e-02,2.307919779099192881e-01,2.267938867509114331e+00,1.311787723990806001e+02
3.500000000000000000e+01,5.610483708748679327e-02,7.442778993119041064e-02,2.007535729392689317e-01,1.254916441645129943e+01
6.600000000000000000e+01,2.756181679652890473e-02,1.047962253274605793e-01,1.567966621589778897e-01,1.645027712225178362e+01
1.260000000000000000e+02,2.986021526791896030e-02,5.592484615304885165e-02,1.213425615960469911e-01,2.517317966987920208e+00
2.370000000000000000e+02,8.714915947083085729e-03,2.528596439013591074e-02,8.087099642602157967e-02,4.616565800665246577e-01
4.480000000000000000e+02,5.322073044861952776e-03,1.292125692995873577e-02,3.751136065193117625e-02,2.134890384255693774e-01
8.440000000000000000e+02,3.275918171774089369e-03,8.111281695410133691e-03,1.868549321133117225e-02,1.116944896550857574e-01
1.591000000000000000e+03,1.833212024995593565e-03,4.056489465531826558e-03,8.252098027633995164e-03,4.786847541856231736e-02
3.000000000000000000e+03,8.743580883540538837e-04,2.350630514442861828e-03,3.819895594064397302e-03,2.468304772482748932e-02
